% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$TwoPartitionLimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
c, d, c, q, t, q, g, l, s
b, a, b, m, i, r, s, q, u
d, d, a, e, t, l, e, l, i
c, d, c, q, t, q, g, l, s
d, a, a, i, e, l, m, m, g
b, a, c, o, g, t, s, q, u
a, a, b, m, i, r, p, q, i
a, c, b, e, o, i, s, q, u
d, d, a, k, p, h, e, l, i
a, a, b, f, g, m, r, f, j
a, c, b, e, o, i, s, q, u
d, b, c, l, u, m, h, j, s
a, c, b, e, p, i, s, q, u
c, b, d, l, u, l, i, f, g
d, a, d, i, h, t, g, j, g
c, d, b, e, t, l, e, l, j
d, c, d, m, t, q, s, u, i
b, a, a, j, q, j, e, k, m
c, b, b, t, e, u, f, t, t
d, a, d, l, u, l, g, j, f
c, b, d, k, u, m, i, g, g
d, b, c, m, i, r, r, o, m
c, c, d, q, t, r, g, l, s
b, a, c, j, q, j, p, k, i
a, b, b, q, l, p, g, j, f
d, b, c, r, l, p, f, j, f
c, b, a, i, e, l, t, t, h
a, a, c, m, i, r, g, j, r
b, c, a, i, e, l, e, s, j
d, c, d, m, t, q, s, t, h
b, c, a, r, l, p, u, j, t
c, d, c, q, t, q, g, l, s
d, a, a, i, e, l, m, m, g
b, a, c, m, i, r, s, q, u
d, a, d, i, h, t, g, j, f
c, d, c, t, e, u, g, l, s
d, c, d, m, t, q, s, t, h
a, c, c, r, l, p, h, h, j
b, a, c, m, h, r, o, k, i
c, b, b, i, e, l, s, u, h
a, b, b, e, p, i, s, p, u
a, a, b, m, h, r, r, f, j
c, b, a, i, e, l, s, t, h
b, c, a, r, l, p, e, s, j
c, b, b, i, e, l, s, t, h
d, d, a, k, p, h, e, l, i
c, a, a, m, t, q, e, l, i
b, c, a, i, e, l, e, s, j
d, a, d, f, g, m, g, j, f
c, b, d, j, h, q, p, q, h
c, a, a, m, s, q, e, s, j
d, c, d, m, t, q, h, h, j
a, a, c, f, f, m, g, j, r
c, b, a, i, e, l, s, t, i
d, d, c, t, e, u, g, l, s
b, c, a, i, e, l, s, s, h
a, c, b, e, o, i, f, t, t
a, a, a, j, q, j, e, k, m
d, b, c, l, u, l, g, j, f
c, d, c, q, t, q, g, l, s
a, b, c, r, k, p, e, s, k
a, d, b, e, o, h, s, q, e
a, c, b, e, o, i, f, t, t
c, d, c, r, t, p, g, l, s
a, a, a, j, p, j, g, j, s
b, c, a, i, e, m, e, s, j
a, b, c, r, l, p, h, h, j
c, b, d, l, u, l, i, f, g
c, b, d, p, o, u, g, k, r
d, a, d, i, e, l, m, m, g
c, c, b, t, e, u, f, t, t
c, b, c, l, u, l, h, j, r
a, a, a, j, q, i, f, j, r
d, d, a, m, t, q, e, l, i
c, b, a, l, u, l, h, f, g
c, a, a, m, t, q, e, l, i
b, c, a, i, f, l, s, s, g
a, c, c, r, l, o, e, s, j
a, c, a, f, o, i, e, s, j
c, d, c, q, t, q, g, l, s
d, d, a, k, p, h, e, l, i
c, c, c, p, o, u, p, q, h
d, a, a, i, e, l, m, m, g
c, d, a, r, l, p, e, t, j
c, d, c, t, e, u, f, l, s
d, a, d, l, u, l, g, j, f
c, c, a, r, l, o, e, s, j
d, b, b, r, l, p, g, k, f
d, b, c, p, o, e, r, o, p
c, d, c, q, t, q, g, l, s
c, b, a, i, e, l, s, s, h
c, a, c, j, i, q, g, j, r
b, c, a, r, l, p, f, s, j
a, b, c, r, l, p, h, h, j
c, a, a, m, t, p, h, h, j
c, c, a, k, p, h, p, q, h
d, b, c, p, o, u, r, s, l
a, a, a, j, q, j, g, j, r
a, b, c, r, l, p, h, h, j
d, d, a, e, t, l, e, l, i
a, b, c, r, l, o, h, h, j
a, b, c, r, l, p, h, h, k
b, c, a, e, m, i, e, t, i
c, a, c, t, e, u, g, l, s
b, b, d, l, e, l, i, f, g
c, b, c, i, e, l, f, u, t
c, a, a, m, t, q, e, l, i
b, c, a, r, k, p, s, s, h
c, b, a, i, e, l, s, t, h
b, c, a, r, l, p, e, s, j
c, d, c, r, t, q, g, l, s
c, b, b, i, e, k, f, t, t
c, d, c, t, e, u, g, l, s
d, b, c, l, i, r, r, o, m
d, d, a, e, t, l, e, m, i
d, b, d, h, r, l, s, t, i
c, a, a, m, s, q, e, s, j
b, c, a, r, m, p, s, t, h
b, c, a, s, l, p, e, s, j
b, b, d, l, e, l, p, k, h
c, b, b, i, e, l, f, s, u
c, d, c, t, e, t, g, l, s
b, c, a, r, l, p, e, s, j
c, a, c, t, e, u, g, l, s
d, a, a, h, e, l, m, m, g
b, c, a, s, l, o, s, s, h
c, c, a, k, p, h, p, q, h
c, c, d, m, t, q, s, t, h
a, b, d, r, l, p, f, s, j
c, b, c, p, o, u, g, j, r
c, b, a, i, e, l, s, t, g
c, b, b, t, e, e, f, t, t
b, a, c, o, g, t, p, k, i
c, b, c, j, i, q, p, q, h
c, c, a, k, p, h, g, j, f
b, c, a, e, o, i, u, s, i
c, b, d, l, u, l, i, f, g
d, c, c, h, r, k, h, h, i
a, a, b, f, f, m, r, f, j
a, a, a, j, q, j, e, k, m
c, d, c, r, t, q, g, l, s
b, c, b, e, o, i, e, s, j
d, d, a, e, t, l, t, t, h
a, b, c, r, l, o, e, s, i
c, a, a, m, t, q, e, l, i
c, b, c, j, h, q, p, q, h
c, b, c, m, u, l, m, m, g
a, a, b, f, g, m, g, j, r
d, b, a, i, e, l, m, m, g
d, a, d, f, g, l, g, j, f
d, a, a, i, e, l, m, m, g
b, a, c, m, i, q, s, q, u
d, d, a, e, u, l, e, l, i
b, c, a, r, l, p, s, s, g
c, d, c, q, t, q, g, l, s
b, c, d, e, o, i, e, s, j
c, b, b, m, u, l, g, t, u
a, a, b, f, g, m, r, f, j
a, a, b, e, g, m, r, f, i
c, b, c, l, u, l, i, f, g
c, b, a, i, e, l, s, t, h
d, b, d, l, u, l, h, f, g
a, a, b, m, i, r, p, q, h
a, a, b, i, e, l, r, f, j
c, b, b, i, e, l, s, t, g
d, c, d, m, t, q, s, t, h
b, c, a, r, m, p, u, i, t
d, a, a, i, e, l, m, m, g
b, c, a, u, o, j, u, i, t
c, b, a, j, e, l, s, t, h
a, a, a, r, l, p, g, j, r
d, b, c, p, o, t, r, o, o
b, a, d, m, i, r, s, p, u
a, c, b, f, o, i, f, t, t
a, a, a, j, q, j, e, k, m
c, d, c, q, t, q, g, l, s
c, b, c, p, o, t, g, j, r
c, a, a, h, e, l, m, m, g
a, c, a, i, u, l, u, s, j
b, c, a, f, o, i, u, s, j
c, d, c, q, t, q, g, l, s
b, c, a, s, l, p, e, s, j
d, a, a, i, e, l, m, m, g
c, a, a, i, e, l, m, m, g
b, d, c, t, e, u, g, l, t
a, a, a, j, q, j, g, j, r
c, c, a, l, p, h, r, o, o
c, c, a, u, e, u, f, t, t
d, b, a, i, e, l, m, m, g
a, b, d, r, l, q, e, s, j
c, c, a, k, p, h, p, q, h
b, c, a, r, l, p, e, s, j
d, a, a, i, e, l, m, m, g
d, c, d, h, r, l, s, t, h
d, b, b, t, e, u, f, t, t
d, b, c, q, l, p, e, s, k
b, c, a, f, o, i, e, s, j
c, b, c, p, o, u, f, j, r
a, c, b, e, o, i, f, t, t
c, b, a, i, e, l, t, t, h
c, d, c, r, t, q, f, l, s
c, a, a, m, t, q, e, l, h
a, a, b, i, e, l, r, f, j
d, c, d, m, t, q, s, t, h
c, a, b, t, e, u, f, t, t
c, d, c, t, e, u, g, l, s
c, b, c, p, m, u, g, j, r
b, c, a, e, o, i, e, s, k
c, b, c, l, u, l, g, j, r
d, b, b, m, i, r, r, p, o
d, b, c, m, i, r, s, t, h
a, c, b, e, m, i, s, q, u
a, a, c, i, e, l, p, q, h
a, b, c, r, l, p, h, h, j
d, b, c, p, o, u, r, o, o
c, c, c, t, f, u, g, l, s
d, c, d, m, t, q, s, t, h
d, c, d, m, t, q, s, t, h
c, b, c, m, i, r, r, s, k
d, d, a, k, p, h, f, l, i
d, b, c, p, o, u, r, o, o
c, b, c, j, h, q, p, q, h
d, d, a, k, p, h, e, l, i
c, d, a, k, o, h, p, q, i
d, b, c, q, m, u, r, m, o
c, b, a, l, u, l, i, f, g
b, a, a, m, t, q, e, l, i
c, c, a, j, p, h, r, m, o
c, c, a, k, p, h, g, j, f
d, b, d, o, t, q, s, t, h
b, a, c, m, i, r, t, q, u
b, c, a, e, o, i, s, s, h
c, b, c, p, p, u, p, q, h
c, b, c, j, j, q, m, m, g
b, c, a, e, o, i, e, s, j
c, b, d, i, e, l, s, t, h
c, b, d, m, i, r, i, f, g
b, a, c, m, i, r, s, q, t
c, b, b, t, e, u, f, t, t
c, b, b, t, e, u, f, t, t
d, a, a, i, u, l, m, m, g
b, c, a, i, e, l, u, s, j
c, b, b, t, u, u, f, t, t
c, a, a, i, e, l, m, m, g
d, d, a, e, s, l, e, l, i
d, a, a, i, e, l, m, m, g
d, d, a, e, t, l, e, l, i
b, d, a, i, e, l, u, s, j
d, d, c, q, t, r, g, l, s
c, d, c, q, t, q, g, l, s
c, d, c, p, s, q, g, l, t
d, d, c, t, u, u, h, l, s
c, a, d, f, h, m, g, j, f
a, a, b, i, e, l, f, j, q
d, c, a, e, t, l, e, l, i
c, c, a, k, p, h, p, q, h
d, a, a, i, e, l, m, m, g
d, b, d, h, r, k, s, t, h
c, b, d, l, u, l, i, g, g
b, a, c, j, q, j, s, q, u
d, a, a, i, e, l, m, m, g
c, c, a, k, p, h, p, q, h
c, b, c, j, i, q, p, q, h
b, a, c, m, i, r, p, k, i
c, c, a, k, p, h, p, q, h
a, a, b, g, g, m, p, q, h
d, d, a, i, e, l, m, m, g
d, a, a, i, e, l, m, m, g
a, b, c, r, m, p, e, s, j
b, a, c, o, g, u, s, q, u
d, d, d, f, g, m, g, j, f
b, c, c, f, o, i, s, q, u
c, d, c, q, t, q, g, l, s
a, b, d, r, l, p, e, s, j
c, c, a, k, q, h, p, q, h
d, a, d, k, u, l, g, k, f
d, a, a, i, e, l, m, m, g
b, c, a, e, o, i, s, s, h
b, c, a, i, e, k, e, s, j
c, a, a, m, t, q, e, l, i
d, b, c, r, l, p, h, h, j
d, b, c, r, l, p, g, j, f
a, c, b, e, o, i, s, q, t
a, c, b, e, o, i, s, r, u
d, a, b, m, i, r, g, j, r
c, d, c, q, t, q, g, l, s
d, b, d, m, t, q, h, h, j
b, c, a, e, o, i, e, s, j
c, c, d, k, p, i, p, q, h
b, c, a, i, e, l, e, s, j
d, c, d, m, t, q, g, h, j
d, b, b, l, u, l, f, t, t
d, d, b, e, t, l, e, l, i
b, c, a, i, f, l, e, s, j
c, b, b, i, e, l, f, s, t
a, c, b, e, o, i, r, q, u
a, c, b, e, o, i, s, q, t
c, c, a, k, p, h, p, q, h
d, d, a, e, t, l, e, l, i
c, c, a, l, p, i, p, q, h
d, a, a, l, u, l, h, j, f
c, d, c, q, t, q, g, k, s
a, a, b, m, j, r, g, j, s
c, b, c, j, i, q, p, q, h
d, b, c, r, l, p, g, j, f
b, c, a, r, l, p, e, s, j
a, b, c, r, l, p, g, j, f
a, c, b, e, o, j, f, t, t
d, d, a, i, e, l, m, l, g
c, b, c, l, u, l, g, j, r
c, a, d, i, f, k, m, m, g
a, c, b, e, o, i, s, q, u
b, c, d, i, e, l, s, s, h
c, c, d, l, u, l, i, g, g
b, a, b, m, i, r, s, q, u
a, b, c, r, m, p, g, j, f
a, c, b, e, o, i, s, q, u
d, b, c, p, o, u, s, t, h
a, a, b, m, i, r, p, q, h
d, c, a, k, p, g, p, q, h
c, b, c, l, u, l, p, q, h
a, c, b, f, o, i, s, q, u
b, a, b, o, g, t, s, q, u
d, c, d, h, r, k, h, h, j
d, a, a, i, e, l, m, m, g
d, a, a, i, e, l, m, m, g
a, a, b, i, e, l, q, f, j
a, a, b, l, i, r, r, f, j
c, b, c, j, i, q, p, q, h
d, a, d, i, h, t, g, j, f
b, c, a, r, l, p, f, s, j
c, c, a, l, p, h, o, q, h
c, a, a, m, t, q, e, l, i
c, b, d, l, t, l, i, f, g
b, c, a, s, l, p, e, s, j
c, d, c, q, u, q, g, l, s
c, b, c, l, u, l, p, q, h
d, a, d, l, u, l, g, j, f
c, b, a, i, e, l, s, s, h
a, a, b, i, e, l, p, q, h
d, d, a, e, t, l, e, l, i
c, b, a, i, e, l, s, t, h
a, a, b, m, i, r, p, r, h
d, b, c, m, i, r, s, t, h
d, d, d, l, u, l, g, j, e
d, a, a, i, u, l, m, m, g
a, c, c, r, l, p, h, h, j
b, a, c, m, i, r, s, q, u
b, c, a, r, l, p, u, i, t
a, b, c, r, l, p, f, s, j
d, a, a, i, e, l, m, m, g
b, a, c, m, i, r, s, q, u
a, a, d, k, p, j, g, j, r
a, b, c, r, l, p, u, s, j
a, a, a, j, q, i, f, j, r
c, c, a, k, p, g, p, p, h
d, a, a, i, e, l, m, o, g
c, d, c, q, t, q, g, l, s
b, c, a, r, l, p, u, i, t
d, b, c, p, o, u, s, p, o
d, a, a, i, e, l, m, o, g
d, c, c, m, i, r, s, t, h
a, d, b, m, i, r, r, f, j
c, d, c, p, t, p, g, l, s
d, a, d, f, g, m, g, i, f
d, c, a, m, t, q, s, t, h
d, d, c, t, e, u, g, l, s
b, c, b, e, o, i, s, q, u
c, b, b, m, i, r, r, o, o
a, d, b, f, g, m, r, f, j
c, b, b, u, e, t, f, s, s
a, a, b, f, g, m, q, q, h
d, b, a, i, e, l, s, t, h
c, b, b, s, u, e, f, t, t
a, a, a, j, q, j, g, j, r
c, a, a, m, t, q, e, l, j
c, c, a, k, p, h, s, o, o
d, b, c, p, m, u, s, t, h
b, a, a, j, q, k, e, j, m
d, b, c, p, o, u, r, o, o
c, a, d, i, i, t, g, j, f
c, d, a, e, t, l, f, l, i
c, b, a, i, e, k, s, t, h
d, a, d, i, h, t, g, j, f
d, a, d, f, g, m, g, j, f
a, a, a, j, r, j, e, k, o
b, c, a, i, e, m, e, s, j
c, b, a, m, t, q, e, l, h
a, b, b, f, g, m, g, j, r
b, c, a, i, e, l, u, i, t
a, a, a, h, e, k, m, m, g
c, c, a, k, p, i, r, o, o
c, b, d, l, u, l, j, f, g
c, b, c, q, o, t, g, j, r
d, d, a, u, t, k, e, l, i
d, a, a, i, e, l, o, m, g
d, d, c, q, t, p, g, l, s
d, b, c, p, o, u, r, p, o
c, b, d, l, e, l, j, f, g
d, a, a, i, e, l, l, m, g
b, c, a, i, u, l, e, s, j
a, a, a, j, q, j, g, j, r
b, c, a, i, e, l, u, i, t
c, b, a, m, t, q, e, l, i
d, b, c, l, h, r, r, o, o
d, a, a, i, e, k, m, m, g
d, a, d, i, h, t, g, j, g
d, b, b, t, e, u, f, t, t
d, a, d, l, u, k, g, j, f
b, a, c, m, i, q, s, q, u
d, a, d, f, g, m, g, j, f
d, d, a, e, t, l, e, l, i
a, b, c, r, l, p, h, h, j
d, a, a, h, e, l, m, m, g
a, a, a, j, q, j, g, j, s
d, a, a, i, e, l, m, m, g
d, b, b, l, i, q, r, o, o
c, b, c, u, e, u, f, t, t
b, d, c, q, t, q, g, l, s
d, c, d, m, t, q, s, t, h
b, a, c, o, g, t, s, q, u
a, d, a, e, t, l, e, l, h
b, c, a, i, e, l, e, s, j
a, b, c, r, l, p, h, h, j
c, d, b, q, t, q, g, l, s
a, d, b, m, i, r, g, j, r
c, b, a, m, t, q, e, l, i
a, a, b, f, g, o, g, j, r
b, b, c, r, l, p, g, j, f
a, c, b, e, o, i, s, q, u
a, a, a, r, l, p, g, j, r
c, b, d, l, u, l, i, f, g
c, c, a, k, p, h, p, q, h
b, a, c, m, i, r, s, q, u
c, b, d, l, u, l, i, f, g
c, c, d, t, e, u, g, l, s
c, a, a, m, t, q, h, h, j
d, a, d, l, u, l, g, j, f
d, a, d, i, h, s, g, j, f
a, c, b, e, o, i, f, t, t
a, a, b, j, q, j, g, j, r
c, a, b, m, u, q, e, s, j
a, c, b, e, o, i, s, q, e
b, c, a, e, o, i, s, s, g
a, c, a, i, e, l, u, s, j
d, d, a, u, t, l, e, l, i
c, a, c, t, e, u, g, l, s
a, a, b, m, i, r, g, i, r
b, c, a, r, l, q, e, s, j
d, c, a, k, p, i, p, q, h
a, a, b, i, e, l, r, f, j
c, b, b, i, e, l, f, t, t
b, a, c, m, h, r, s, q, u
c, b, b, i, e, l, f, t, u
c, d, c, q, t, q, g, l, s
a, a, d, r, l, p, e, k, m
c, c, a, r, l, p, u, i, t
b, c, a, r, l, p, e, s, j
a, c, b, e, m, i, s, q, u
a, c, b, e, o, i, f, t, t
c, d, c, q, s, q, g, l, s
c, d, c, q, t, q, g, l, s
d, d, a, e, t, l, e, l, i
c, b, c, p, o, u, g, j, r
a, b, c, r, l, p, h, h, j
a, c, b, e, o, i, s, q, u
b, a, c, o, g, t, r, q, u
a, b, c, r, l, p, u, s, j
b, c, a, e, o, i, s, r, h
a, a, a, i, e, l, m, m, g
b, c, a, r, l, p, e, r, k
c, a, a, m, t, q, e, l, i
a, a, a, h, e, k, g, j, r
c, b, d, m, i, r, h, f, g
c, b, c, i, i, q, p, q, h
a, d, a, r, l, p, e, k, o
c, b, d, l, u, l, p, k, i
a, a, b, f, g, m, q, p, h
c, c, a, k, p, h, p, q, h
c, c, a, k, p, g, r, o, o
c, b, b, t, e, u, f, t, t
c, d, c, t, e, u, g, l, s
b, c, a, r, l, p, e, s, j
c, b, c, j, i, q, p, q, h
c, b, b, t, e, u, f, s, t
c, a, a, m, u, r, e, s, j
c, b, b, t, e, e, f, t, t
c, b, a, i, e, l, s, t, h
d, a, a, m, t, q, h, i, j
d, c, a, e, t, l, e, l, i
a, c, b, e, o, i, s, q, u
c, b, b, l, u, l, g, t, t
b, c, a, i, e, l, e, s, j
a, d, a, j, q, j, g, i, r
c, b, a, i, e, l, r, t, h
c, c, d, m, s, q, h, h, j
c, c, c, q, t, q, g, l, s
c, d, c, t, e, u, g, l, s
c, d, a, e, t, l, e, l, i
d, c, d, h, r, k, s, t, g
a, a, a, j, q, i, g, j, q
c, b, b, t, e, u, f, t, t
d, a, d, m, u, l, g, j, f
a, a, b, m, i, r, r, f, j
d, a, d, l, u, l, g, j, f
d, a, a, i, u, l, m, m, g
c, b, d, m, t, q, e, l, i
a, a, a, j, q, j, u, k, m
a, c, b, e, o, i, f, t, t
c, b, c, l, u, l, g, j, r
a, a, a, r, l, p, e, k, m
b, c, a, i, e, l, u, i, t
a, b, c, r, l, p, h, h, j
d, d, d, i, r, k, s, t, h
d, a, a, i, e, l, m, m, g
b, b, c, k, i, q, g, j, r
a, a, a, j, q, j, e, k, o
d, b, b, t, e, u, f, t, t
d, b, c, p, o, u, s, t, h
b, a, c, o, g, t, p, k, j
c, d, c, q, s, q, g, l, s
c, b, d, m, i, r, i, f, g
a, b, c, r, l, p, e, s, j
b, c, a, j, e, l, s, s, h
b, c, a, e, o, i, s, s, h
d, c, d, m, t, q, h, h, j
a, b, c, r, l, p, e, s, j
d, c, d, h, s, k, h, h, j
d, b, c, p, o, t, r, o, o
d, a, a, i, e, l, m, m, g
c, b, c, i, i, q, p, q, h
b, a, c, m, i, r, s, q, u
d, b, d, m, i, r, r, o, o
a, b, d, r, l, q, h, h, j
a, d, c, e, o, i, s, q, u
d, b, c, m, i, r, s, t, h
c, a, c, t, e, u, g, l, s
c, a, d, m, t, q, e, s, j
b, c, a, i, e, l, s, s, g
b, a, c, m, i, r, s, q, t
d, b, c, p, o, u, r, s, k
b, a, c, m, i, r, o, k, i
a, b, c, r, l, q, e, t, j
a, a, a, r, l, p, g, j, r
d, a, d, i, e, l, m, m, g
a, c, b, e, o, i, s, q, t
d, c, d, h, r, l, h, h, j
a, b, c, r, l, p, g, j, f
c, c, a, j, p, h, g, j, f
c, b, b, t, e, u, f, t, t
c, b, c, l, u, l, p, q, h
c, b, a, i, e, l, s, t, h
c, d, a, e, t, l, s, t, h
c, b, a, i, e, l, s, t, h
c, c, a, k, o, h, r, o, o
d, c, a, e, t, l, e, l, i
c, d, c, q, t, q, g, l, s
d, c, d, m, t, q, s, t, h
c, d, c, q, t, q, g, l, s
c, b, a, i, e, l, r, t, h
c, a, a, i, f, l, m, m, g
b, d, a, i, e, l, s, s, h
c, d, c, t, e, u, g, l, s
c, b, c, k, i, q, p, q, h
a, a, a, j, q, j, e, k, m
d, a, b, j, q, j, e, j, m
d, b, d, l, u, l, i, f, g
a, a, a, j, q, j, f, k, m
c, c, a, k, p, h, p, q, h
c, d, c, r, t, q, g, l, s
d, d, a, e, s, l, e, l, i
d, d, a, e, t, l, e, l, i
c, b, c, j, i, q, p, q, h
c, d, c, q, t, q, g, l, s
a, a, a, j, q, j, f, k, m
d, b, c, m, h, r, r, s, j
c, b, b, t, e, u, f, t, t
a, b, c, r, l, p, h, h, j
b, d, c, j, q, j, s, q, u
d, c, d, m, t, q, h, h, i
c, d, c, q, t, q, g, l, s
c, d, c, t, e, u, g, l, s
d, c, d, m, t, q, s, t, h
b, c, a, r, l, p, s, s, h
c, b, b, t, e, u, g, t, t
d, a, d, l, t, l, g, j, f
c, b, b, t, e, u, g, t, t
b, c, a, j, e, l, s, s, h
d, b, a, m, t, q, e, l, i
b, c, a, r, l, p, e, s, j
a, b, d, r, l, p, h, h, j
c, d, c, q, s, p, g, l, s
a, a, c, j, p, i, s, q, e
c, b, a, i, f, l, s, t, h
c, b, c, j, i, q, g, j, r
a, a, a, j, q, j, e, k, l
d, d, b, t, e, u, g, l, s
c, b, a, i, e, l, s, t, h
a, c, b, e, o, i, t, p, u
c, b, b, j, i, r, p, q, h
c, b, b, i, e, l, f, t, t
d, c, c, m, t, q, s, s, h
b, d, c, o, f, t, s, q, u
d, b, c, p, o, t, r, o, o
c, b, b, t, e, u, f, t, t
b, d, c, q, t, q, g, l, s
b, a, c, o, g, s, s, q, u
c, b, c, p, o, t, p, q, h
c, d, b, t, e, u, g, l, s
b, b, a, i, e, l, u, i, t
c, b, d, l, u, l, i, f, g
a, a, c, o, g, u, s, r, u
c, b, a, i, e, l, s, t, h
b, c, a, e, o, i, e, s, j
d, a, a, i, e, l, o, m, f
d, c, d, o, t, q, s, u, h
b, d, c, q, t, q, g, l, s
a, a, c, f, g, o, r, f, j
c, b, d, l, u, l, h, f, g
b, b, a, i, e, l, s, t, h
c, b, d, m, i, r, i, f, f
c, d, c, t, e, u, g, l, s
a, a, b, f, g, o, p, q, g
d, b, c, p, o, u, s, o, o
a, a, b, j, q, j, e, k, m
a, a, b, f, g, m, r, f, j
a, c, c, e, o, i, s, p, u
c, c, d, k, p, h, s, o, o
a, d, a, e, t, l, s, t, h
c, b, d, l, u, l, p, k, h
c, b, d, m, i, r, i, f, h
d, c, d, m, t, q, h, h, j
a, a, a, j, q, j, g, j, r
a, a, a, j, q, j, e, k, l
d, a, d, i, h, t, g, j, g
a, c, b, f, o, i, f, t, u
c, a, a, m, t, q, f, l, i
a, b, c, r, l, p, h, h, j
d, b, c, p, o, u, r, o, o
a, a, a, j, q, j, g, k, r
c, c, a, i, e, l, s, s, h
c, d, c, t, e, t, g, l, s
c, c, a, t, e, u, f, t, t
a, b, a, r, l, p, e, k, m
c, d, d, t, u, u, g, l, s
d, a, a, i, e, l, m, m, g
c, c, c, q, t, q, g, l, s
a, b, b, e, o, i, g, t, t
a, d, a, e, t, l, e, l, i
a, a, a, s, l, q, g, j, r
d, a, a, i, e, k, m, m, f
a, a, a, j, q, j, e, k, l
b, b, c, l, u, l, g, j, r
c, d, c, q, u, q, g, m, s
d, a, c, p, o, u, r, s, k
c, c, a, k, p, h, p, p, h
a, b, b, e, o, i, s, q, u
d, c, c, p, o, u, s, t, h
c, a, c, l, u, l, g, j, q
b, c, a, i, e, l, e, s, j
c, b, b, j, i, p, h, j, r
d, a, d, i, e, l, m, m, g
a, a, b, i, e, l, g, j, r
d, d, a, f, t, k, s, s, h
d, d, a, k, p, h, e, l, i
d, c, c, m, t, p, s, t, h
c, a, a, m, t, q, e, k, i
a, c, b, e, o, i, t, q, u
d, b, c, m, i, r, r, o, o
c, d, c, t, e, u, g, l, s
a, a, a, j, p, j, e, k, m
c, b, c, j, i, q, m, l, g
d, a, a, h, e, l, m, m, g
c, b, d, m, i, r, i, f, g
b, c, a, r, l, p, s, s, h
c, c, a, k, p, h, r, o, o
c, d, a, k, p, h, p, q, h
b, a, c, m, i, r, s, q, u
d, b, d, l, u, l, j, f, g
a, a, a, j, q, j, e, k, m
b, c, a, e, o, i, e, s, j
b, c, a, i, e, k, e, r, j
d, d, d, e, t, l, s, t, h
b, b, b, t, e, u, f, t, t
a, b, c, r, l, p, g, j, e
d, b, c, o, o, u, r, o, o
d, a, d, l, t, l, g, j, e
c, b, d, i, e, l, s, t, h
c, a, b, m, t, q, h, h, k
b, b, c, r, l, p, h, h, j
d, d, c, s, e, u, g, l, r
c, d, c, q, t, q, g, l, s
b, c, a, r, l, p, e, s, j
c, d, c, q, t, q, g, l, s
a, c, b, e, o, i, s, q, u
d, c, b, p, o, u, r, o, o
b, a, c, m, i, r, p, k, i
c, d, b, q, t, q, g, m, s
d, c, b, e, o, i, s, r, t
c, b, a, k, u, l, j, f, g
d, b, c, p, o, u, r, o, o
b, b, d, l, u, l, i, f, g
d, b, b, p, o, u, r, s, j
a, a, b, i, e, l, g, j, s
a, d, b, e, o, i, s, q, u
a, c, b, e, o, i, s, q, u
d, b, b, m, i, r, r, o, o
c, c, a, i, e, l, s, t, h
c, a, a, m, t, q, e, s, j
b, a, c, o, f, t, p, k, i
c, c, d, m, u, q, s, t, h
d, a, d, i, h, t, g, j, f
c, a, a, m, t, q, e, l, i
c, b, c, m, i, r, r, o, o
c, b, d, i, e, l, s, t, h
b, c, a, e, o, i, u, i, t
b, a, c, m, i, r, s, q, u
c, b, b, t, e, u, f, t, t
b, d, c, t, e, u, g, l, s
c, b, b, i, e, l, s, t, h
a, c, b, e, o, i, s, q, u
d, a, d, f, g, m, g, j, f
b, c, a, i, e, l, u, i, t
a, a, a, j, q, k, g, j, r
b, a, c, j, q, j, s, q, u
d, d, a, e, t, l, u, l, i
a, b, c, r, l, p, e, s, j
c, c, a, k, p, h, p, q, h
a, a, b, f, g, m, r, f, j
b, c, a, r, l, p, e, s, j
d, a, d, f, h, m, g, j, f
b, c, a, e, o, i, e, s, j
c, d, c, t, e, u, g, l, s
b, d, a, e, o, i, t, s, i
d, a, c, l, u, l, f, j, f
c, a, a, m, t, q, e, l, i
c, b, c, m, u, l, g, j, s
b, a, c, m, i, r, p, k, i
d, a, d, f, g, m, g, j, e
a, b, c, r, l, p, e, s, j
c, d, c, t, e, u, g, l, s
c, d, c, q, t, q, g, l, s
d, a, d, i, e, l, m, l, g
c, b, c, p, o, u, g, j, r
d, d, a, e, t, l, e, l, j
c, b, a, i, e, l, s, t, h
c, d, c, q, t, q, g, l, s
